HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
WISEA J151717.46+544546.0,0.038725,ASASSN-20jr,Unk,0.14,0.013,20.8364,0.2232,17.99,0.019,16.16530037,0.002253,15.53219986,0.001518,15.16240025,0.001077,14.97780037,0.001733,14.73289967,0.003159,13.81,0.04,13.149,0.048,12.784,0.067,12.94,0.033,12.929,0.034
WISEA J131416.19+774329.0,---,ASASSN-20ju,Unk,5.63,0.065,19.9263,0.0868,---,---,17.47310066,0.007402,17.01759911,0.007705,16.71660042,0.004782,16.63850021,0.00782,16.61260033,0.021831,---,---,---,---,---,---,15.041,0.04,14.847,0.055
WISEA J221645.89-225329.7,0.0557,ASASSN-20jz,Unk,1.71,0.049,19.6463,0.0814,---,---,17.44129944,0.004615,17.0788002,0.003276,16.69849968,0.002478,16.58530045,0.00472,16.45630074,0.009187,---,---,---,---,---,---,14.017,0.027,13.9,0.045
WISEA J232051.64-411606.6,---,ASASSN-20ki,Unk,19.81,unk,19.6237,0.0862,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.985,0.055,15.678,0.123
WISEA J221705.91-263845.0,0.060065,ASASSN-20km,Unk,6.76,0,20.9877,0.2385,---,---,15.79759979,0.001631,14.54430008,0.000962,14.1729002,0.000811,13.95559978,0.001399,13.95400047,0.002593,12.675,0.042,11.963,0.055,11.565,0.073,12.034,0.023,12.039,0.024
ESO 285-G 031,0.022949,ASASSN-20kn,Unk,8.24,0.081,18.4162,0.0553,---,---,---,---,---,---,---,---,---,---,---,---,12.133,0.027,11.367,0.036,11.105,0.054,11.4,0.023,11.43,0.022
CGCG 465-012,0.022222,ASASSN-20ko,Ia,1.3,1.057,18.8176,0.051,16.585,0.013,15.15209961,0.001527,14.18729973,0.000679,13.77289963,0.000651,13.45829964,0.000806,13.11950016,0.00138,11.864,0.027,11.142,0.037,10.688,0.05,10.577,0.021,10.13,0.019
WISEA J010459.90-460432.8,0.029887,ASASSN-20ky,Unk,0.81,unk,19.55,0.1163,---,---,---,---,---,---,---,---,---,---,---,---,11.582,0.021,10.86,0.027,10.581,0.043,10.972,0.023,11.035,0.02
AM 1832-652 NED01,0.015491,ASASSN-20ld,II,10.72,0.297,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
WISEA J005418.42-615334.0,0.027746,ASASSN-20le,Unk,0.31,0,18.7479,0.0556,---,---,---,---,---,---,---,---,---,---,---,---,11.263,0.022,10.558,0.031,10.274,0.041,10.591,0.021,10.661,0.019
ESO 445-G 054,0.017886,ASASSN-20lk,Unk,0.97,0.173,19.3541,0.0999,---,---,---,---,---,---,---,---,---,---,---,---,12.015,0.03,11.336,0.048,11.117,0.06,11.45,0.022,11.454,0.022
WISEA J005845.40-671259.3,0.049323,ASASSN-20ll,Unk,13.94,0,18.2025,0.036,---,---,---,---,---,---,---,---,---,---,---,---,13.296,0.057,12.53,0.074,12.153,0.11,12.621,0.024,12.596,0.023
ESO 194-G 021,0.011201,ASASSN-20ls,Ia,55.05,unk,18.0925,0.0456,---,---,---,---,---,---,---,---,---,---,---,---,10.102,0.017,9.374,0.021,9.116,0.025,9.837,0.022,9.873,0.02
NGC 0025,0.031572,ASASSN-20lu,Unk,20.78,0,18.9792,0.1351,---,---,---,---,---,---,---,---,---,---,---,---,11.02,0.024,10.253,0.031,9.979,0.043,10.69,0.023,10.723,0.02
WISEA J083433.71-015732.7,0.030334,ASASSN-20lv,Ia,10.64,0.101,---,---,17.811,0.032,16.05680084,0.003788,15.40170002,0.002618,15.19509983,0.001657,15.02490044,0.002984,14.9083004,0.00633,14.129,0.078,13.454,0.091,13.94,0.129,13.517,0.026,13.452,0.032
WISEA J211540.40-490436.2,0.0311,ASASSN-20mi,Unk,2.3,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.452,0.042,12.739,0.054,12.458,0.071,12.585,0.023,12.576,0.025
NGC 2784,0.002305,ASASSN-20mr,Ia,14.35,0.733,17.1851,0.0504,---,---,11.59780025,0.000166,10.68410015,0.000099,10.2407999,0.000069,9.690910339,0.000095,9.614210129,0.000167,7.398,0.015,6.662,0.016,6.396,0.016,7.44,0.024,7.807,0.018
WISEA J042947.41-670319.8,---,ASASSN-20nh,Unk,0.36,0.133,18.3752,0.0437,---,---,---,---,---,---,---,---,---,---,---,---,13.209,0.04,12.473,0.047,11.939,0.06,11.102,0.028,10.389,0.026
ESO 142-G 019,0.014643,ASASSN-20nt,Ia-91bg,41.17,0.221,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10.033,0.016,9.202,0.017,8.905,0.021,9.786,0.023,9.808,0.021
ESO 034-G 012,0.018503,ASASSN-20nu,II,16.18,0.485,16.1135,0.0174,---,---,---,---,---,---,---,---,---,---,---,---,11.241,0.028,10.504,0.043,10.229,0.057,11.297,0.023,11.215,0.022
WISEA J032216.20-334917.9,0.04327,ASASSN-20nv,Ia,0.32,0,20.878,0.1491,---,---,---,---,---,---,---,---,---,---,---,---,13.658,0.045,12.977,0.055,12.636,0.077,12.75,0.031,12.731,0.032
IC 4853,0.01423,ASASSN-20nw,Unk,5.95,0.273,17.1396,0.0333,---,---,---,---,---,---,---,---,---,---,---,---,12.968,0.043,12.28,0.057,11.92,0.074,12.297,0.024,12.119,0.024
WISEA J194139.08-501008.2,0.024704,ASASSN-20nx,Unk,5.55,0.149,20.1585,0.1139,---,---,---,---,---,---,---,---,---,---,---,---,13.715,0.056,13.023,0.066,12.743,0.079,12.604,0.024,12.503,0.024
WISEA J062922.45-485200.8,---,ASASSN-20nz,Ia,4.35,0.161,18.6078,0.0762,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.181,0.031,15.067,0.052
WISEA J213625.22-150234.4,0.038483,ASASSN-20ob,Unk,1.27,0.157,18.9453,0.0916,---,---,15.29800034,0.001241,14.58419991,0.000721,14.19890022,0.00039,13.90719986,0.000848,13.71500015,0.001677,12.526,0.035,11.84,0.049,11.544,0.069,11.629,0.023,11.667,0.022
UGC 05760,0.010044,ASASSN-20oc,II,26.5,0.065,---,---,15.977,0.009,14.11480045,0.001028,13.47299957,0.000585,13.13920021,0.000512,12.90670013,0.00062,12.68550014,0.001931,11.479,0.021,10.758,0.034,10.496,0.041,11.48,0.023,11.459,0.023
WISEA J040255.26-312018.9,0.059658,ASASSN-20od,Ia,2.22,0,21.3756,0.3594,---,---,---,---,---,---,---,---,---,---,---,---,13.718,0.062,13.026,0.068,12.755,0.108,12.72,0.024,12.684,0.024
WISEA J065400.82-652458.2,0.040918,ASASSN-20oe,Unk,2.92,0.261,19.7281,0.0993,---,---,---,---,---,---,---,---,---,---,---,---,12.607,0.039,11.872,0.054,11.515,0.074,11.716,0.023,11.742,0.021
CGCG 241-080 NED02,0.064187,ASASSN-20oj,Unk,0.39,0.005,---,---,18.112,0.018,16.21229935,0.001921,15.52729988,0.001098,15.20219994,0.000493,15.01169968,0.001513,14.78009987,0.002522,13.697,0.034,13.047,0.044,12.663,0.051,12.503,0.023,12.445,0.023
ESO 034-IG 011 NED01,0.021401,ASASSN-20ol,Ia,5.13,0.573,20.5542,0.2218,---,---,---,---,---,---,---,---,---,---,---,---,12.283,0.037,11.533,0.054,11.252,0.079,11.655,0.023,11.72,0.021
WISEA J032130.17-614613.0,---,ASASSN-20op,Unk,0.43,0.077,18.1276,0.0524,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.511,0.037,15.317,0.059
WISEA J231212.63-575936.1,0.042656,ASASSN-20pa,Unk,0.85,0,18.6997,0.0396,---,---,---,---,---,---,---,---,---,---,---,---,12.875,0.041,12.136,0.045,11.805,0.067,12.003,0.023,11.929,0.022
2MASX J02310876-5741509,0.037733,ASASSN-20pe,Unk,1.95,0.037,18.5788,0.0657,---,---,---,---,---,---,---,---,---,---,---,---,13.741,0.052,13.128,0.061,12.743,0.088,12.708,0.023,12.633,0.023
ESO 018-G 006,---,ASASSN-20pf,Ia,34.53,0.677,16.705,0.0203,---,---,---,---,---,---,---,---,---,---,---,---,14.482,0.091,13.976,0.109,13.685,0.172,13.827,0.027,13.677,0.029
WISEA J031424.99-622705.1,0.046776,ASASSN-20pi,Ia,2.48,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.291,0.044,12.647,0.056,12.404,0.081,12.415,0.023,12.385,0.022
NGC 0813,0.026992,ASASSN-20pm,Ia,21.7,0.005,18.506,0.0441,---,---,---,---,---,---,---,---,---,---,---,---,11.01,0.02,10.351,0.03,10.079,0.038,10.571,0.023,10.584,0.02
WISEA J094236.66+241835.8,0.051368,ASASSN-20pu,Ia,30.03,0.049,19.8917,0.1202,18.136,0.027,16.4095993,0.002015,15.72270012,0.002037,15.38510036,0.00172,15.17910004,0.002592,15.09220028,0.004606,14.282,0.072,13.702,0.085,13.284,0.103,13.343,0.025,13.297,0.03
ESO 115-IG 010 NED02,0.044789,ASASSN-20pz,Ia,8.6,0.053,18.6432,0.0463,---,---,---,---,---,---,---,---,---,---,---,---,13.059,0.039,12.323,0.046,11.94,0.072,12.006,0.023,11.753,0.021
WISEA J051414.04-510859.3,---,ASASSN-20qb,Ia-91T,19.83,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.818,0.028,14.633,0.041
WISEA J041302.39-530422.2,0.071111,ASASSN-20qc,Unk,0.35,0,18.253,0.0435,---,---,---,---,---,---,---,---,---,---,---,---,14.231,0.073,13.703,0.092,13.335,0.104,13.159,0.025,12.713,0.025
KUG 1134+193,0.029546,ASASSN-20qg,Ia,8.15,0,17.5914,0.0439,17.185,0.03,16.03429985,0.003442,15.66919994,0.002366,15.52900028,0.003375,15.48649979,0.004003,15.49059963,0.008481,15.024,0.106,14.17,0.099,13.766,0.131,13.959,0.026,13.756,0.038
ESO 444-IG 089 NED02,0.038013,ASASSN-20qh,Ia,3.02,0.153,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.906,0.023,11.862,0.023
WISEA J113808.29-325108.4,0.030625,ASASSN-20qi,Ia,0.67,0.277,21.334,0.4467,---,---,---,---,---,---,---,---,---,---,---,---,13.255,0.036,12.555,0.04,12.085,0.063,12.009,0.024,11.882,0.023
KUG 0830+278,0.007424,ASASSN-20qj,Ic-BL,4.06,0.117,---,---,15.78,0.007,14.88759995,0.001332,14.43470001,0.000883,14.2798996,0.000986,14.21829987,0.00208,14.09679985,0.003787,13.434,0.046,12.79,0.06,12.613,0.088,13.175,0.025,13.094,0.031
WISEA J045340.31-310913.1,'---,ASASSN-20qk,Ia,4.9,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.971,0.085,17.062,0.333
