# Compiled by Dhvanil Desai using 2013-2017 ASAS-SN Bright Supernova Catalogues from Holoien et al. (2017a, 2017b, 2017c, 2019)
# Date: Feb 04, 2022
# -----------------------------------------------------------------------------------------------------------------------------------------------------
# SNName           Name of supernova
# IAUName          IAU name of supernova
# DiscDate         Discovery Date
# RA               Right Ascension (J2000)
# Dec              Declination (J2000)
# Redshift         Redshift of supernova
# DiscMag          Discovery V-band or g-band Magnitude
# PeakMag          Peak Magnitude
# PeakMagV         Peak V-band Magnitude
# PeakMagg         Peak g-band Magnitude
# Offset           Offset from host nucleus
# Type             Type of supernova
# DiscAge          Age of supernova at discovery, relative to peak
# HostName         Host galaxy name
# Recovered        Was the supernova recovered by ASAS-SN?
# l                Galactic longitude [degrees]
# b                Galactic latitude [degrees]
# MagV_corrected   PeakMagV corrected for Galactic extinction and K-corrections
# dist_mod         Distance modulus computed using the Redshift
# abs_M_peak       Absolute peak V-band magnitude (MagV_corrected - dist_mod)
# comp_SNIa        Completeness correction factor for a supernova of given apparent and absolute magnitude
# F2_SNIa          Volumetric correction factor
# weighted_N       The total weight for each supernova (1 / (comp_SNIa * F2_SNIa))
# -----------------------------------------------------------------------------------------------------------------------------------------------------
# Note: This table is limited to supernovae brighter than 16.5 mag in the V-band with the correction factors computed using a maximum redshift of 0.07.
# -----------------------------------------------------------------------------------------------------------------------------------------------------
# SNName,IAUName,DiscDate,RA,Dec,Redshift,DiscMag,PeakMag,PeakMagV,PeakMagg,Offset,Type,DiscAge,HostName,Recovered,l,b,MagV_corrected,dist_mod,abs_M_peak,comp_SNIa,F2_SNIa,weighted_N
ASASSN-17df,2017bos,2017-03-01.08,09:46:30.17,-21:34:17.72,0.0292699999999999,16.4,999.0,16.1,999.0,0.14,Ia,-1,NGC 2996,Yes,255.6694128408056,23.88192484717527,15.976798656733788,35.53893727807339,-19.562138621339603,0.5844529839456265,0.15495109787103192,11.042203892044274
ASASSN-17dh,2017cal,2017-03-07.53,17:14:24.24,+20:18:50.38,0.02076,15.9,999.0,15.4,999.0,0.42,Ia,1,NGC 6321,Yes,41.792200261093534,30.080364895930195,15.261761577532228,34.779156849413674,-19.517395271881448,0.6221642937115517,0.1462004577211209,10.993758297002639
ASASSN-17dj,2017cav,2017-03-07.58,18:06:43.90,+06:50:19.60,0.025,16.4,999.0,16.0,999.0,10.0,Ia,-1,Uncatalogued,Yes,34.003554582228254,13.036894665339975,15.347130518462166,35.189619091763724,-19.84248857330156,0.6222987646435294,0.22363406089070625,7.185601213943056
ASASSN-17ea,2017cjr,2017-03-24.28,12:42:50.67,-30:24:43.06,0.01444,16.3,999.0,14.8,999.0,8.42,Ia,-5,ESO 442-G 015,Yes,300.7369826447471,32.42316016015879,14.612762351646408,33.980492739354546,-19.367730387708136,0.638653457251578,0.12014254921252533,13.032804776084264
ASASSN-17ee,2017ckx,2017-03-28.34,07:48:11.01,+28:13:49.04,0.02768,16.8,999.0,16.3,999.0,0.22,Ia,-5,UGC 4030,Yes,192.24655011095143,24.070449105743496,16.209899005197364,35.41508809098379,-19.205189085786422,0.5426967181215395,0.09680648149940993,19.034363950683865
ASASSN-17em,2017cts,2017-04-02.46,17:03:11.76,+61:27:26.06,0.01976,17.0,999.0,15.5,999.0,18.84,Ia,-5,CGCG 299-048,Yes,90.99791037350109,36.44300261576482,15.41691077114666,34.670321435822885,-19.253410664676224,0.5962328104235746,0.10323434624756722,16.246503810449944
ASASSN-17en,2017cxy,2017-04-08.31,18:23:17.88,-43:08:32.86,0.0201,16.4,999.0,15.1,999.0,0.36,Ia,-4,ESO 280-G 013,Yes,351.05025615674066,-13.431039319708512,14.917682925511643,34.70792263601849,-19.79023971050685,0.6415633566871691,0.2086995392021917,7.468595847854943
ASASSN-17er,2017cze,2017-04-11.29,11:09:46.80,-13:22:50.38,0.01486,15.8,999.0,15.6,999.0,0.71,Ia,4,NGC 3546,Yes,268.3945365961088,42.57198685773287,15.456797872691215,34.04344251247722,-18.586644639786005,0.568950534736344,0.04227177078028084,41.57909660267588
ASASSN-17ez,2017daf,2017-04-15.53,14:34:52.70,+40:44:52.87,0.019,16.0,999.0,15.7,999.0,0.9,Ia,1,UGC 9386,Yes,72.19111039813252,64.73751657064264,15.657003048416891,34.58391177490223,-18.926908726485337,0.5624292368780996,0.06667161904457866,26.668040731655466
ASASSN-17fd,2017dfb,2017-04-19.51,15:39:05.04,+05:34:16.93,0.02596,16.5,999.0,16.0,999.0,1.94,Ia-91T,-8,ARK 481,Yes,12.223803806281806,44.70442407413413,15.804856831629218,35.272998575064705,-19.46814174343549,0.5912450260984113,0.13710184885630355,12.336421182354973
ASASSN-17ff,2017dfq,2017-04-20.25,11:03:12.91,+11:04:40.51,0.02136,16.4,999.0,15.4,999.0,4.59,Ia,-1,NGC 3506,Yes,239.9389012952821,59.9327592191604,15.344034002260674,34.84200521724681,-19.497971214986134,0.6173917907777506,0.14254849261046115,11.362568653346218
ASASSN-17fg,2017dfv,2017-04-19.91,05:00:35.82,-62:04:14.38,0.0279999999999999,16.6,999.0,16.4,999.0,13.26,Ia,---,2MASX J05003418-6204211,Yes,271.817879612082,-36.63469915265959,16.323266268677216,35.44056472662131,-19.11729845794409,0.5260129320168484,0.08607535447385847,22.086391122378206
ASASSN-17fr,2017dps,2017-05-01.28,13:36:40.00,-33:58:01.13,0.01247,15.4,999.0,14.7,999.0,12.78,Ia,-5,IC 4296,Yes,313.54176929223206,27.97124345389473,14.527915047286328,33.658738963499864,-19.130823916213537,0.620625412661742,0.08764770051929648,18.38357277786248
ASASSN-17gd,2017eax,2017-05-14.39,14:56:52.40,+09:16:16.36,0.0282,16.6,999.0,15.9,999.0,10.01,Ia,-5,UGC 9616,Yes,7.80283293610877,55.43848638314672,15.803726285969477,35.456343056146736,-19.65261677017726,0.5979605205664028,0.17427564589047104,9.59601211796039
ASASSN-17gr,2017egb,2017-05-24.31,16:08:39.59,+12:00:39.03,0.01615,16.7,999.0,15.5,999.0,0.58,Ia,-8,CGCG 079-058,Yes,24.82769949890148,41.48931265332344,15.347300220977225,34.22633291228372,-18.8790326913065,0.5764022204761984,0.06251704964464166,27.750823839817834
ASASSN-17gu,2017eip,2017-05-26.34,11:51:31.07,+15:27:25.22,0.021,17.1,999.0,16.4,999.0,3.19,Ia,-6,SDSS J115131.21+152727.5,Yes,249.8768731973741,71.8369121256884,16.307567517749504,34.80450822934146,-18.496940711591957,0.5123286782691322,0.03750183850650494,52.047368182558024
ASASSN-17hb,2017ejw,2017-05-31.42,01:12:34.20,+00:17:29.30,0.0191199999999999,16.0,999.0,15.2,999.0,10.48,Ia,---,UGC 757,Yes,134.2851801127324,-62.11355485609501,15.106820008976038,34.59777955957375,-19.490959550597715,0.6277629527629731,0.1412507969889762,11.277514929117016
ASASSN-17hk,2017enx,2017-06-06.08,10:10:52.07,-66:38:50.32,0.006,14.5,999.0,13.9,999.0,0.64,Ia,-6,ESO 092-G014,Yes,287.95488898838624,-8.566002112778639,13.351018469697376,32.05942221267719,-18.70840374297981,0.6326767835984689,0.04973194905853687,31.782102341191003
ASASSN-17ho,2017erv,2017-06-13.38,19:18:47.10,-84:41:50.03,0.01704,16.1,999.0,15.6,999.0,3.73,Ia,-9,AM 1904-844,Yes,308.87710232095367,-27.634116236323017,15.239720603032849,34.3442797740045,-19.104559170971648,0.5923753145516302,0.08461968758869522,19.949482303958888
ASASSN-17hp,2017esb,2017-06-12.16,13:09:36.02,-18:58:19.81,0.03548,16.6,999.0,16.1,999.0,1.06,Ia,5,ESO 575-G066,Yes,308.8746966810877,43.689904661576,15.856252954833767,35.96670679633351,-20.110453841499744,0.5875108127154286,0.3202580100037279,5.314765844935543
ASASSN-17hq,2017eve,2017-06-19.14,18:43:53.51,-56:29:29.04,0.031,16.5,999.0,16.3,999.0,10.88,Ia,1,GALEXASC J184352.21-562927.7,Yes,339.26005851174307,-21.34765961529608,16.090213895618717,35.666417314094595,-19.57620341847588,0.576844354911165,0.15780569426412216,10.985471022487461
ASASSN-17hz,2017evn,2017-06-20.26,11:47:23.29,+23:21:53.69,0.0171599999999999,16.4,999.0,15.3,999.0,3.9,Ia,-9,SDSS J114723.29+232157.5,Yes,223.9695706025295,75.04866463884416,15.234539710315673,34.35971515517331,-19.12517544485764,0.5941409670856688,0.08698767082585351,19.34874490273548
ASASSN-17ie,2017exo,2017-06-24.43,18:31:41.81,+16:39:05.22,0.01629,16.7,999.0,16.0,999.0,3.09,Ia,-7,IRAS 18294+1636,Yes,45.76511043618473,11.771946554299223,15.15659828975301,34.24530573285099,-19.088707443097977,0.5947395140273616,0.08284204997644858,20.29655683032317
ASASSN-17in,2017faw,2017-06-30.26,21:17:39.64,-44:54:16.85,0.03,16.7,999.0,16.1,999.0,1.06,Ia,-10,GALEXASC J211739.70-445416.1,Yes,355.4737497232424,-44.21388472112916,15.963431992557052,35.59360604664016,-19.63017405408311,0.5872575007938574,0.16926185047247205,10.060332691586751
ASASSN-17io,2017fbh,2017-06-26.32,13:07:48.80,+62:20:49.81,0.02742,17.4,999.0,15.8,999.0,0.45,Ia,-12,CGCG 316-010,Yes,119.64679661493176,54.6765091076817,15.757020306675548,35.39417474859847,-19.637154441922924,0.600506443543491,0.17080491373488374,9.749491563574221
ASASSN-17iq,2017fbp,2017-07-01.42,03:17:27.84,-00:05:08.66,0.02289,16.8,999.0,15.4,999.0,36.5,Ia,-14,UGC 2645,Yes,181.38859865964804,-45.728848305239545,15.210066652439984,34.9947201681436,-19.784653515703617,0.629227486599725,0.20716779261142204,7.671319584522941
ASASSN-17jl,2017foy,2017-07-21.26,20:15:25.46,-37:30:42.19,0.02035,17.0,999.0,16.0,999.0,0.8,Ia,-1,ESO 340-G007,Yes,3.82347540153178,-32.047032987543886,15.83061595410642,34.73517277988753,-18.904556825781107,0.551601132079209,0.06469856845372175,28.020777381676098
ASASSN-17jq,2017fra,2017-07-25.34,15:31:51.53,+37:24:44.64,0.03,16.9,999.0,15.8,999.0,1.84,Ia-91T,-10,SDSS J153151.40+372445.8,Yes,60.19641240342539,54.85673076975658,15.75743199255705,35.59360604664016,-19.83617405408311,0.6007097696681684,0.22176933445689068,7.506436441532886
ASASSN-17jt,2017frb,2017-07-25.56,21:11:36.83,+11:29:50.06,0.02938,17.0,999.0,16.4,999.0,1.49,Ia,5,CGCG 426-012,Yes,61.34156305203248,-24.1981978360736,16.1317297384697,35.54725992505859,-19.41553018658889,0.5654799461895613,0.1279576728647018,13.82026781065425
ASASSN-17jw,2017frh,2017-07-23.30,14:49:37.70,+18:41:59.71,0.0321899999999999,16.6,999.0,16.4,999.0,0.36,Ia,-9,SDSS J144937.71+184159.5,Yes,21.978898941301832,61.5897960534019,16.306442317383592,35.75012546591403,-19.44368314853044,0.5531869820479521,0.13277854356345475,13.614451462405059
ASASSN-17ka,2017frr,2017-07-27.23,01:20:55.50,-43:08:53.52,0.027,16.5,999.0,15.8,999.0,7.52,Ia,0,ESO 244-G 019,Yes,284.36684690473885,-72.90110484270598,15.76423833522969,35.35997725034802,-19.595738915118325,0.5991201359540456,0.16185816864116992,10.312203188844697
ASASSN-17kf,2017fvl,2017-08-01.62,02:55:42.63,+75:09:15.52,0.01434,16.1,999.0,15.7,999.0,0.4,Ia,0,UGC 2358,Yes,130.771196890983,14.2080132987132,14.435285762850134,33.96523777823148,-19.529952015381348,0.6554343243480943,0.14860732302889262,10.266693759894052
ASASSN-17kw,2017gbk,2017-08-15.41,06:11:11.77,-33:21:00.29,0.033,16.5,999.0,16.2,999.0,14.84,Ia,-7,LEDA 75547,Yes,240.133982741245,-22.367520357997705,16.09568117041185,35.80538965139013,-19.70970848097828,0.5789340982845878,0.18775212478967343,9.199961498084312
ASASSN-17kz,2017gea,2017-08-17.51,02:44:57.29,+34:05:40.02,0.0318,17.1,999.0,16.2,999.0,5.33,Ia,---,KUG 0241+338,Yes,148.27361111632788,-23.13089090468357,15.9898014173477,35.72303001224265,-19.733228594894957,0.58656387344039,0.19362486899445733,8.804882239090201
ASASSN-17lj,2017gjd,2017-08-29.01,20:03:44.88,-27:59:17.99,0.02002,16.5,999.0,15.5,999.0,1.4,Ia,---,2MASX J20034478-2759181,Yes,13.708160883668477,-27.248865030868902,15.208966899172886,34.699132006780935,-19.49016510760805,0.6231923890408502,0.14110444333588076,11.372008339673323
ASASSN-17lz,2017grw,2017-09-11.99,15:57:29.74,+15:52:21.32,0.01741,16.5,999.0,15.4,999.0,0.51,Ia,-7,NGC 6018,Yes,28.14684586558363,45.546897427559976,15.291180979787509,34.391532722866735,-19.100351743079223,0.5898201498840852,0.08414424476810811,20.14911511374305
ASASSN-17mh,2017guh,2017-09-18.32,05:03:13.14,-22:49:59.16,0.01543,15.5,999.0,15.1,999.0,0.3,Ia,-8,ESO 486-G019,Yes,223.57265099618667,-33.368816474141084,15.005497499097924,34.12611613754232,-19.120618638444395,0.6031669212303081,0.0864587512363812,19.175801501981248
ASASSN-17ms,2017gvp,2017-09-23.49,23:41:46.78,-01:21:02.56,0.02253,17.1,999.0,16.1,999.0,7.47,Ia,-9,UCG 12739,Yes,87.07499789893888,-59.28374690652338,16.018503950388283,34.95971125921841,-18.941207308830126,0.5403862791314897,0.06796518962332286,27.227586955065274
ASASSN-17mz,2017haf,2017-09-30.50,23:56:21.85,+32:27:24.08,0.0094,16.0,999.0,15.3,999.0,4.27,Ia,-3,KUG 2353+321,Yes,109.65884016787,-28.99162228635221,15.18430088940558,33.03996228702589,-17.855661397620306,0.5765360853082832,0.015786648420174684,109.8711241561647
ASASSN-17nc,2017hdn,2017-10-08.19,03:35:32.64,-61:16:46.63,0.027,16.5,999.0,15.6,15.7,3.18,Ia,-3,CGCG 225-050,Yes,275.786451635973,-46.2632536018438,15.52273833522969,35.35997725034802,-19.837238915118327,0.6136826939789523,0.22208261721777878,7.33738921208154
ASASSN-17nf,2017hfv,2017-10-10.62,07:41:26.05,+18:43:45.30,0.0246,16.5,999.0,16.5,999.0,1.86,Ia,-6,SDSS J074126.13+184343.7,Yes,201.1822320330256,19.19775670604148,16.393822143464178,35.15394556912618,-18.760123425662,0.5047719523301879,0.05329642124663099,37.17121327051367
ASASSN-17ng,2017hgz,2017-10-10.02,21:48:20.11,-34:57:10.40,0.01615,15.4,999.0,14.9,15.1,9.39,Ia,-1,NGC 7130,Yes,9.94094848652128,-50.35450173073458,14.822500220977226,34.22633291228372,-19.403832691306494,0.6338303825796955,0.126002631142101,12.521239794269105
ASASSN-17nz,2017hpj,2017-10-24.19,23:54:20.56,-17:18:21.06,0.00566,17.0,999.0,16.2,16.7,6.26,Ia,---,MGC -03-60-023,Yes,66.65996125594846,-73.55862212832587,16.129065441572507,31.93218084741381,-15.803115405841304,0.52082471718661,0.0008916005381051158,2153.4663574444526
ASASSN-17oc,2017htb,2017-11-02.19,22:09:38.69,+17:39:40.10,0.02685,16.7,999.0,16.5,16.4,4.7,Ia-91T,---,KUG 2207+174,Yes,77.10802886122659,-30.465051386858423,16.367992405028282,35.34763725478346,-18.97964484975517,0.513172745697176,0.07156740430061967,27.22833911396848
ASASSN-17oe,2017hvt,2017-11-06.28,01:52:45.69,-48:53:24.11,0.0206599999999999,16.0,999.0,16.0,999.0,8.2,Ia,-2,ESO 197-G 009,Yes,278.4296423879408,-65.21810468204944,15.949556924066242,34.768508460362426,-18.818951536296183,0.5420025948479644,0.057670883646906,31.992046947277363
ASASSN-17ok,2017hxx,2017-11-10.28,21:32:45.58,+24:08:27.92,0.036,17.0,999.0,16.3,999.0,0.05,Ia,-6,2MASX J21324559+2408280,Yes,75.24530400665246,-19.82383091953072,16.012536885768903,35.99913159245395,-19.986594706685047,0.5811971435563732,0.2710822965578196,6.347100464767483
ASASSN-17op,2017hyt,2017-11-11.02,19:03:35.62,-53:10:18.16,0.03619,16.5,999.0,16.5,999.0,0.28,Ia-91T,---,ESO 184-G 004,Yes,343.5515009925257,-23.157975462486966,16.300672759635468,36.01086524374882,-19.71019248411335,0.5627804771104736,0.18787102535928907,9.458040535990571
ASASSN-17ot,2017hzv,2017-11-13.33,09:39:12.26,-01:20:22.99,0.039,16.4,999.0,16.1,999.0,3.16,Ia,---,SDSS J093912.43-012026.0,Yes,236.5714598245952,35.73380106254722,16.03947773332203,36.17772033931115,-20.13824260598912,0.5746195029644453,0.33248033777613184,5.234240467191643
ASASSN-17pg,2017igf,2017-11-18.59,11:42:49.67,+77:22:13.00,0.00562,15.9,999.0,14.6,15.1,0.22,Ia,-1,NGC 3901,Yes,127.6993223355552,39.11588968090457,14.458069069648278,31.916713513019825,-17.458644443371547,0.6013062418425948,0.009222643444552177,180.32206376945476
ASASSN-17pk,2017iji,2017-11-20.64,12:12:26.89,+29:08:57.16,0.01349,15.2,999.0,14.8,999.0,0.1,Ia,-8,NGC 4174,Yes,197.4290684320061,81.17329607574237,14.742658735595995,33.83115040199078,-19.088491666394788,0.6102506010567132,0.08281810703584086,19.78638633263076
ASASSN-17ps,2017ilv,2017-11-23.16,00:53:05.74,-38:56:37.28,0.043,17.5,999.0,16.5,16.3,26.39,Ia,-5,MRSS 295-069991,Yes,301.3581926649088,-78.17949756431152,16.483448299520774,36.396078200257946,-19.912629900737173,0.5444241934364471,0.24551841424837229,7.481324855929246
ASASSN-17qc,2017ipi,2017-11-28.35,08:59:39.33,+61:45:18.11,0.03785,18.3,999.0,16.5,18.1,10.8,Ia,-12,MCG +10-13-048,Yes,153.85776508551675,38.69843088867255,16.345537493572394,36.11089753912526,-19.765360045552868,0.5590462301011089,0.201970354787084,8.856551420401809
ASASSN-17qg,2017isj,2017-12-02.35,11:10:44.48,+04:50:50.96,0.01933,15.4,999.0,15.1,999.0,6.71,Ia,-8,UGC 6216,Yes,251.33621997487367,57.25725989898211,14.934507878626873,34.621842918838766,-19.68733504021189,0.6409862575164571,0.182342977052758,8.555831843994712
ASASSN-17qr,2017iwy,2017-12-13.65,12:05:45.50,+10:23:53.88,0.03453,16.9,999.0,16.5,16.4,4.1,Ia,8,CGCG 069-050,Yes,268.0146142310882,70.10906310449589,16.44888058146867,35.906253025014266,-19.457372443545594,0.5410004420552168,0.13518260726207787,13.67355877033991
ASASSN-17qy,2017iyl,2017-12-09.45,06:00:15.12,-18:06:10.19,0.02785,16.7,999.0,16.3,16.6,9.15,Ia,4,2MASX J06001492-1806013,Yes,223.95422631002967,-19.21109611482278,16.05398155149473,35.42865829701255,-19.374676745517817,0.5683565275034972,0.12124992357884806,14.511011098628039
ASASSN-17qz,2017iyw,2017-12-18.3,08:13:30.63,+71:25:45.12,0.0215,15.8,999.0,15.4,15.6,4.59,Ia,-2,VII Zw 218,Yes,143.55082774850575,32.112812833811844,15.329022772661592,34.85641955458833,-19.527396781926736,0.6195030964087788,0.14811453359277138,10.89830212295215
ASASSN-17ri,2017jdx,2017-12-20.09,00:47:56.22,+22:22:23.48,0.01942,17.7,999.0,15.6,15.7,1.7,Ia,-4,IC 1586,Yes,121.86768468777086,-40.4913243480747,15.47782972195275,34.63207697078219,-19.154247248829435,0.5851891250634496,0.09043738429401667,18.895385660016338
ASASSN-17rm,2017jef,2017-12-26.65,15:05:21.04,+12:47:03.52,0.0289399999999999,16.8,999.0,16.2,999.0,2.0,Ia,-9,2MASX J15052096+1247036,Yes,15.011056149108542,55.57162820864223,16.105174499044722,35.51378422317889,-19.40860972413417,0.5670162575993077,0.12679766210785012,13.908914665904632
ASASSN-17ro,2017jeh,2017-12-26.30,07:30:04.07,+54:26:11.18,0.02096,17.3,999.0,16.0,16.2,7.86,Ia,-8,CGCG 261-072,Yes,163.09009784249366,27.242961418148468,15.828366084412185,34.80030288144718,-18.971936797035,0.5542373288032346,0.07083021402886412,25.473327137480993
ASASSN-17rr,2017jet,2017-12-26.50,08:37:00.96,+81:41:45.56,0.04,16.8,999.0,16.4,999.0,0.51,Ia-91T,-1,GALEXASC J083701.19+814145.7,Yes,131.57208468717798,30.553598910201387,16.334895363993716,36.23428537105012,-19.899390007056404,0.5584474736768532,0.24121827976951926,7.423478471647615
ASASSN-17rs,2017jgm,2017-12-29.59,11:02:38.61,-07:31:11.50,0.0297899999999999,16.6,999.0,16.1,16.5,37.95,Ia,-1,MCG -01-28-022,Yes,261.78264912221334,46.47695120595623,16.005354095584046,35.578014085402295,-19.57265998981825,0.5828328749704175,0.15708163180304743,10.92271382873524
ATLAS17abh,2017ae,2017-01-04.29,02:05:50.62,+18:22:30.23,0.022,999.0,16.4,16.2,999.0,4.74,Ia,999,GALEXASC J020550.53+182234.8,Yes,146.59920212073314,-41.05216361112783,16.002548754173603,34.90715556080317,-18.90460680662957,0.5402821570611226,0.06470291447474447,28.605894423735922
2017hn,2017hn,2017-01-09.41,13:07:39.46,+06:20:14.60,0.023853,999.0,16.1,15.8,999.0,4.66,Ia,999,UGC 08204,Yes,314.1665032405932,68.85460223933904,15.71223040209749,35.08577202112259,-19.373541619025097,0.5904036939257699,0.12106831372324275,13.990087813577272
ATLAS17air,2017jl,2017-01-16.22,00:57:31.9,+30:11:06.83,0.016331,999.0,14.6,15.3,999.0,5.88,Ia,999,2MASX J00573150+3011098,Yes,124.49625932923573,-32.66800718859039,15.10169580386771,34.250831563006955,-19.149135759139245,0.6015902095412456,0.08982130988969315,18.50631098887171
2017mf,2017mf,2017-01-21.09,14:16:31.0,+39:35:12.02,0.0256779999999999,999.0,16.0,15.9,999.0,12.6,Ia,999,NGC 5541,Yes,73.53815100373414,68.39322503802576,15.870967463635004,35.24882423351771,-19.377856769882705,0.5810938585803747,0.12176005531190134,14.13347248511853
PTSS-17dfc,2017ms,2017-01-21.71,10:26:42.37,+36:40:50.62,0.0246389999999999,999.0,15.6,15.7,999.0,5.22,Ia,999,SDSS J102641.99+364053.2,Yes,186.39114886062816,58.04646240535212,15.674234336496458,35.15744871700981,-19.48321438051335,0.5997467972999253,0.13982984076261362,11.924280935635016
ATLAS17auc,2017zd,2017-01-26.64,13:32:42.09,-21:48:04.35,0.02947,999.0,15.9,15.9,999.0,1.38,Ia,999,2MASX J13324217-2148034,Yes,315.4793363381679,40.06305864931088,15.679252877433672,35.554046691023835,-19.874793813590163,0.6045998772446511,0.23344181506651626,7.085219252016274
ATLAS17axb,2017adj,2017-01-30.65,13:43:23.25,-19:56:37.13,0.03,999.0,16.9,16.1,999.0,3.84,Ia,999,GALEXASC J134322.97-195637.5,Yes,319.2577096197226,41.275401211186136,15.809431992557052,35.59360604664016,-19.78417405408311,0.5981263746271511,0.20703689131960565,8.075311960251147
MASTER OT J083256.92-035128.1,2017cgr,2017-02-11.93,08:32:56.92,-03:51:28.10,0.0305839999999999,999.0,16.5,16.5,999.0,5.82,Ia,999,2MASX J08325728-0351295,Yes,228.7188058829588,20.480643736169057,16.40545424493728,35.63641118143863,-19.23095693650135,0.5275299195349055,0.10019169752720822,18.9200016061849
ATLAS17bam,2017avl,2017-02-16.32,05:20:47.08,+03:15:24.55,0.027426,999.0,16.4,16.4,999.0,23.46,Ia,999,CGCG 421-034,Yes,199.150476326292,-18.44939319446047,16.0929214284995,35.394659552628625,-19.301738124129123,0.5597857247926632,0.11008627815001425,16.22725241340521
ATLAS17bas,2017awz,2017-02-17.48,11:07:35.49,+22:51:04.57,0.02209,999.0,15.6,15.7,999.0,0.54,Ia-91T,999,SDSS J110735.45+225104.1,Yes,217.4920498966825,66.1281748273676,15.636378194964074,34.916167354925804,-19.27978915996173,0.5872286310726039,0.10692215329279332,15.926673668467206
2017bzc,2017bzc,2017-03-07.22,23:16:14.69,-42:34:10.90,0.005365,999.0,12.2,13.5,999.0,67.27,Ia,999,NGC 7552,Yes,348.1609012532082,-65.25402114088803,13.462083926571426,31.815454902526987,-18.353370975955563,0.6300591382682927,0.030925696100049797,51.32148345920047
2017cbr,2017cbr,2017-03-08.63,11:58:46.78,+15:43:08.87,0.017271,999.0,16.0,15.7,999.0,10.77,Ia,999,CGCG 098-015,Yes,253.2861138268539,73.28066813355102,15.550357762021124,34.37389827465175,-18.82354051263063,0.5654975458542384,0.05802718320151829,30.47458402488103
DLT17u,2017cbv,2017-03-10.17,14:32:34.42,-44:08:02.74,0.003999,999.0,11.5,11.7,999.0,160.22,Ia,999,NGC 5643,Yes,321.4412891350302,15.072680794403132,11.249334162694376,31.17508033389208,-19.9257461711977,0.6897289813523919,0.24985890946433062,5.802654131570887
KAIT-17I,2017cfd,2017-03-16.27,08:40:49.15,+73:29:15.14,0.012085,999.0,14.8,14.7,999.0,6.36,Ia,999,IC 0511,Yes,140.575894673446,33.598787941926815,14.640186180839423,33.59000370064422,-18.9498175198048,0.6052591472004472,0.06875615928841528,24.029626990827715
ATLAS17cog,2017cfc,2017-03-16.57,13:52:39.0,-02:00:08.26,0.024027,999.0,16.5,16.0,999.0,20.46,Ia,999,UGC 08783,Yes,332.1995109899915,57.34939536101513,15.876803757495196,35.10183739932819,-19.225033641832997,0.5685023451700904,0.09940355659893721,17.695621319511766
ATLAS17cof,2017cfb,2017-03-16.58,13:54:6.83,+09:24:45.57,0.022872,999.0,15.7,15.3,999.0,29.46,Ia,999,CGCG 073-094,Yes,345.74750293101613,66.91882568235695,15.211664843897005,34.99298262865237,-19.78131778475537,0.6291783285488342,0.2062589332994833,7.705724490697873
ATLAS17dfo,2017ckq,2017-03-23.44,10:44:25.39,-32:12:32.83,0.009893,999.0,14.4,14.3,999.0,12.42,Ia,999,ESO 437-G056,Yes,273.90556991823007,23.407483139553698,14.098161044156226,33.15178098460787,-19.05361994045164,0.6269140140965516,0.07903665553672723,20.181965858231283
PTSS-17ntl,2017cne,2017-03-27.82,15:08:42.93,+04:08:45.87,0.033808,999.0,17.0,16.5,999.0,2.34,Ia-91T,999,2MASX J15084277+0408473,Yes,3.9658850826378194,50.00419998924457,16.388967415893404,35.85921198343009,-19.47024456753669,0.5474876920998227,0.13747949848505714,13.285799693845584
DLT17ar,2017cyy,2017-04-12.75,09:36:36.2,-63:56:54.21,0.009777,999.0,14.9,14.7,999.0,27.36,Ia,999,ESO 091-G015,Yes,283.42933199090953,-8.727067464672743,14.033470759957652,33.125976616824005,-19.092505856866357,0.6315961351824625,0.08326464242146303,19.015156968990695
Gaia17bat,2017dei,2017-04-17.03,20:49:48.85,-25:42:02.56,0.019804,999.0,16.4,16.4,999.0,22.92,Ia,999,ESO 529-G005,Yes,19.78206735904392,-36.426251248320185,16.177820668718013,34.67522324151227,-18.497402572794257,0.5237359580016441,0.03752501137511136,50.882304809344404
Gaia17bci,2017dit,2017-04-24.96,15:27:58.92,+42:50:48.69,0.01859,999.0,15.8,15.8,999.0,10.98,Ia,999,2MASX J15275941+4250592,Yes,69.7107675840791,54.70734646289146,15.729288201242888,34.5358695963474,-18.80658139510452,0.555517637423267,0.05672150854017405,31.7361598706314
DLT17aw,2017drh,2017-05-03.58,17:32:26.06,+07:03:47.38,0.005554,999.0,15.7,15.6,999.0,28.2,Ia,999,NGC 6384,Yes,30.266309084526974,20.76537031829452,15.270674477156607,31.89095115572877,-16.620276678572164,0.5722064478429721,0.0029398291012378776,594.4634643047505
PS17dbd,2017eaa,2017-05-10.32,11:28:17.92,+26:58:36.95,0.04,999.0,16.6,16.4,999.0,11.16,Ia,999,KUG 1125+272,Yes,208.62710716905664,71.50986608322353,16.360695363993717,36.23428537105012,-19.873590007056404,0.5566558976694549,0.23306816937715658,7.707796150388771
DLT17bk,2017ejb,2017-05-28.63,12:48:36.01,-41:19:33.53,0.009867,999.0,15.7,15.4,999.0,158.28,Ia-91bg,999,NGC 4696,Yes,302.35915753696725,21.542611105821287,15.107163189943812,33.14602345933208,-18.038860269388262,0.5805547503759607,0.02023287462623529,85.13325264157176
